1,1,0,1,1,1,1,3,11,11,10,7,14
1,0,0,1,1,1,2,3,10,10,9,6,13
1,0,0,1,1,1,1,3,10,10,9,6,13
1,0,0,1,1,1,1,3,9,10,8,6,13
1,0,0,1,1,1,1,3,9,10,9,6,12
1,0,0,1,1,1,1,3,9,10,8,6,13
2,1,1,1,2,2,3,4,14,15,15,11,21
2,1,1,1,2,2,3,4,14,14,15,11,21
2,1,2,1,2,1,2,4,14,14,15,11,21
2,1,1,1,2,1,2,4,14,14,14,10,21
2,1,1,1,2,1,2,4,13,14,14,10,21
2,1,1,1,2,1,2,4,13,14,14,10,21
1,1,1,2,3,3,5,7,19,16,22,11,36
2,1,1,2,3,3,5,7,19,17,23,12,35
1,1,1,1,3,3,5,7,19,16,22,12,36
2,1,1,2,3,3,5,7,19,17,23,12,36
2,1,1,2,3,3,5,7,19,17,23,12,36
1,1,1,2,3,3,5,7,19,16,22,11,35
1,0,0,1,2,2,3,5,15,13,15,10,19
1,0,0,1,2,2,3,4,15,13,14,9,19
1,0,0,1,2,1,3,4,14,13,13,9,19
1,0,0,1,2,2,3,4,14,13,14,9,19
1,0,0,1,2,2,3,4,14,13,13,9,20
1,0,0,1,2,2,3,5,13,13,13,9,20
1,1,1,1,1,1,2,3,9,10,10,7,15
1,1,1,1,1,1,2,3,9,10,10,8,17
1,1,1,1,1,1,2,3,9,10,10,8,16
1,1,1,1,1,1,2,3,9,10,10,8,15
1,1,1,1,1,1,2,3,9,10,10,7,15
1,1,1,1,1,1,2,3,9,10,10,7,15
1,0,1,0,1,1,2,2,5,6,5,4,11
1,0,1,1,1,1,2,2,4,5,6,4,10
1,0,1,0,1,0,2,2,5,6,6,4,10
1,0,1,0,1,0,2,2,5,5,5,4,10
1,0,1,0,1,0,2,2,6,6,5,4,9
1,0,1,0,1,0,2,2,5,6,5,3,9
1,0,1,1,1,1,2,3,7,7,7,5,13
1,0,1,1,1,1,2,3,7,7,6,5,12
1,0,1,1,1,1,2,3,6,6,6,4,12
1,0,1,1,1,1,2,3,6,6,6,4,12
1,0,1,1,1,1,2,3,6,6,6,4,12
1,0,1,1,1,1,2,3,6,7,6,5,12
2,1,2,1,2,1,3,4,14,15,15,11,20
2,1,2,1,2,1,3,4,14,15,15,12,21
2,1,2,1,2,1,3,4,13,14,15,12,21
2,1,2,1,2,1,3,4,14,15,14,11,20
2,1,2,1,2,1,3,4,14,15,16,12,22
2,1,2,1,2,1,3,4,14,15,15,12,21
2,1,2,1,2,2,4,5,18,20,22,18,30
2,1,2,1,2,2,4,5,19,21,23,18,30
2,1,2,1,2,2,4,5,19,20,23,18,29
2,1,2,1,2,2,4,5,19,21,24,20,31
2,1,2,1,2,2,4,5,19,21,25,20,30
2,1,2,1,2,2,3,4,19,22,25,21,29
2,1,1,1,2,1,3,4,12,12,12,9,21
2,1,1,1,2,1,3,4,11,11,12,8,21
2,1,1,1,2,1,3,4,11,11,12,8,21
2,1,1,1,2,1,3,4,11,11,12,9,21
2,1,1,1,2,1,2,4,11,11,11,9,21
2,1,2,1,2,1,2,4,12,12,12,9,21
1,1,0,1,2,1,2,3,8,9,8,6,15
1,1,1,1,2,1,2,3,9,9,9,6,16
1,1,0,1,2,1,2,3,9,9,9,6,16
1,1,0,1,1,1,1,3,9,9,8,6,15
1,0,0,1,1,1,1,3,8,9,8,6,14
1,0,0,1,1,1,1,3,8,8,8,6,14
2,1,1,2,3,3,5,8,41,37,61,25,38
2,1,1,1,3,3,6,8,41,37,60,24,37
2,1,1,1,3,3,5,8,40,36,60,25,36
2,1,2,1,3,3,5,8,41,37,61,25,37
2,1,2,2,3,3,4,7,39,35,59,23,36
2,1,2,1,3,3,6,8,42,38,61,25,37
2,1,1,1,2,1,2,5,14,14,14,10,25
2,1,1,1,2,1,2,4,13,13,13,9,24
2,1,1,1,2,1,3,4,13,12,12,9,24
2,1,1,1,2,1,3,4,12,12,12,9,24
2,1,2,1,2,1,2,4,12,12,12,9,24
2,1,1,1,2,1,2,4,12,12,12,9,23
1,0,0,1,1,1,1,2,8,9,8,6,10
1,0,0,1,1,0,2,2,8,8,8,5,10
1,0,0,0,1,0,1,2,9,9,8,6,10
1,0,0,1,1,0,1,2,8,9,8,5,10
1,0,1,1,1,1,2,2,9,9,9,6,10
1,0,0,0,1,0,1,2,8,9,8,6,10
2,1,2,1,2,1,3,5,17,15,17,15,24
2,1,2,1,2,1,3,5,17,15,17,15,24
2,1,2,1,2,1,3,5,19,15,17,15,24
2,1,2,1,2,1,3,5,17,15,17,15,24
2,1,2,1,2,1,3,5,17,15,16,13,24
2,1,2,1,2,1,3,5,17,14,17,13,24
2,2,2,2,2,2,4,7,24,22,25,23,36
2,2,2,2,2,2,4,7,24,22,25,22,35
2,2,2,2,2,2,4,7,23,22,24,22,35
2,2,2,2,2,2,5,7,23,21,24,22,35
2,2,2,2,2,2,5,7,23,22,24,22,36
2,2,2,2,2,2,5,7,23,22,24,22,36
1,1,1,1,2,1,3,4,12,11,11,9,20
2,1,2,1,2,1,3,4,12,11,11,9,20
2,1,2,1,2,1,3,4,12,10,11,9,20
2,1,2,1,2,1,3,4,12,10,10,9,20
2,1,2,1,2,1,3,4,12,10,10,9,20
2,1,2,1,2,1,3,4,12,10,11,9,20
2,1,2,1,2,2,4,5,13,11,11,10,25
2,1,2,1,2,2,4,5,13,11,12,10,26
2,1,2,1,2,2,4,5,12,11,11,9,25
2,1,2,1,2,2,4,5,13,11,11,10,26
2,1,2,1,2,1,4,5,13,11,11,10,25
2,1,2,1,2,1,4,5,12,10,11,9,25
2,1,2,1,2,1,3,4,15,11,10,7,21
1,1,2,1,2,1,3,4,16,11,11,7,20
1,1,2,1,2,1,3,4,15,10,11,7,19
1,1,2,1,2,1,3,4,15,10,10,6,19
1,1,2,1,2,1,3,4,15,10,10,6,19
1,1,2,1,2,1,3,4,14,10,10,6,19
2,1,2,1,2,1,3,4,15,13,14,11,21
1,1,2,1,2,1,3,4,15,13,14,11,21
2,1,2,1,2,1,3,4,15,13,13,11,21
2,1,2,1,2,1,3,4,15,12,13,11,21
2,1,2,1,2,1,3,4,15,13,14,11,22
2,1,2,1,2,1,3,4,15,13,14,11,21
2,1,1,1,2,2,3,5,15,10,9,6,20
2,1,1,1,2,2,3,5,15,10,10,6,20
2,1,1,1,2,2,4,5,14,9,9,6,19
2,1,1,1,2,2,3,5,15,9,9,6,19
2,1,1,1,2,2,3,5,15,9,9,6,19
2,1,1,1,2,2,3,5,14,9,9,6,19
2,1,2,1,2,1,3,4,11,10,10,9,22
2,1,2,1,2,1,3,4,11,10,10,9,23
2,1,2,1,2,1,3,4,11,10,10,9,23
2,1,2,1,2,1,3,4,11,10,10,9,23
2,1,2,1,2,1,3,4,12,10,11,9,23
2,1,2,1,2,1,3,4,12,10,11,9,23
2,1,2,1,2,2,4,5,13,9,10,6,25
2,1,2,1,2,2,4,5,12,9,9,7,26
2,1,2,1,2,2,4,5,12,9,9,7,25
2,1,2,1,2,2,4,5,12,9,9,6,24
2,1,2,1,2,2,4,5,12,9,9,7,26
2,1,1,2,2,2,4,6,12,9,9,7,26
2,1,2,1,2,2,4,5,12,11,12,10,27
2,1,2,1,2,2,4,5,12,11,12,10,26
2,1,2,1,2,2,4,5,12,11,12,10,27
2,1,2,1,2,2,4,5,12,11,12,10,27
2,1,2,1,2,2,4,5,12,11,12,10,26
2,1,2,1,2,2,4,5,12,11,12,10,27
2,1,2,1,2,1,3,4,15,11,11,7,21
1,1,2,1,2,1,3,4,14,10,10,6,20
1,1,2,1,2,1,3,4,14,9,9,6,20
1,1,2,1,2,1,3,4,13,9,9,6,20
1,1,2,1,2,1,3,4,13,9,9,6,20
1,1,2,1,2,1,3,4,13,9,9,6,19
2,1,2,1,2,2,5,6,12,10,10,9,19
2,1,2,1,2,2,6,6,12,10,10,9,19
2,1,2,1,2,2,5,6,12,10,10,9,19
2,1,2,1,2,2,4,6,12,10,11,9,19
2,1,2,1,2,2,5,6,12,10,11,9,19
2,1,2,1,2,2,5,6,12,10,11,9,20
2,1,2,1,3,2,5,6,13,9,8,6,19
2,1,2,1,3,2,6,6,13,9,8,6,19
2,1,2,1,3,2,6,6,13,9,8,6,19
2,1,1,1,3,2,7,6,12,8,8,6,20
2,1,2,1,3,2,7,6,13,9,8,6,20
2,1,2,1,3,3,6,6,13,9,8,6,19
2,1,1,2,3,2,6,7,9,8,8,6,18
2,1,2,2,3,3,6,7,9,8,8,6,18
2,1,1,2,3,2,6,7,9,8,8,6,18
2,1,2,2,3,2,6,7,8,8,7,6,19
2,1,2,2,3,2,6,7,8,8,8,6,18
2,1,1,1,3,2,6,7,8,8,8,6,19
2,1,2,1,2,2,5,5,8,6,6,4,14
2,1,2,1,2,2,5,5,9,7,6,4,14
2,1,2,1,2,2,5,5,8,7,6,5,14
2,1,2,1,2,2,5,5,8,7,6,4,14
2,1,2,1,2,2,4,5,9,6,6,4,14
2,1,2,1,2,2,5,5,9,7,6,5,13
2,2,1,2,2,2,6,7,19,16,17,15,26
2,2,2,2,2,2,5,7,19,17,17,15,27
2,1,2,1,2,2,5,7,19,16,17,15,27
2,1,1,2,2,2,4,7,19,16,17,13,26
2,1,2,2,2,2,5,7,19,16,17,15,26
2,1,2,2,2,2,5,7,19,16,17,13,26
2,1,2,1,2,2,4,7,15,13,14,11,23
2,1,2,2,2,2,5,7,16,13,14,11,24
2,1,1,2,2,2,5,7,15,13,14,11,24
2,1,2,2,2,2,5,7,15,13,13,11,23
2,1,1,1,2,2,5,7,15,13,13,11,23
2,1,1,1,2,2,4,7,15,13,13,11,24
2,1,2,1,2,2,5,5,20,19,22,21,23
2,1,2,1,2,1,3,5,19,19,21,20,22
2,1,2,1,2,2,5,5,19,19,21,20,22
2,1,2,1,2,2,5,5,19,19,21,20,22
2,1,2,1,2,2,5,5,19,19,22,20,22
2,1,2,1,2,2,5,5,19,19,21,20,21
2,1,2,2,2,2,6,7,12,12,11,10,19
2,1,2,2,2,2,6,7,13,12,12,10,20
2,1,2,2,2,2,6,7,13,12,12,10,20
2,2,2,2,2,2,6,7,13,12,12,11,21
2,2,2,2,2,2,6,7,13,12,12,11,21
2,2,2,2,2,2,5,7,13,12,12,10,21
2,1,2,1,2,1,3,5,12,11,12,10,18
2,1,2,1,2,1,5,5,12,11,12,11,16
2,1,2,1,2,1,5,5,12,11,12,10,16
2,1,2,1,2,1,5,5,13,12,12,11,17
2,1,2,1,2,1,5,5,12,11,13,11,17
2,1,2,1,2,1,3,5,13,12,13,11,17
2,1,2,1,2,1,5,5,12,12,12,11,17
2,1,2,1,2,1,5,5,11,10,11,10,17
2,1,2,1,2,1,5,5,11,10,10,9,16
2,1,2,1,2,1,5,5,11,9,10,9,16
2,1,2,1,2,1,4,5,11,9,10,7,16
2,1,2,1,2,1,5,5,11,9,10,9,16
2,1,2,1,2,1,5,5,11,9,10,9,16
2,1,2,1,2,1,4,4,10,9,10,10,15
1,1,2,1,2,1,4,4,10,9,11,10,15
2,1,2,1,2,1,4,4,10,9,10,10,14
2,1,2,1,2,1,4,4,10,9,10,10,14
2,1,2,1,2,1,4,4,10,9,11,10,14
2,1,2,1,2,1,3,4,10,9,11,10,15
2,1,2,1,2,1,5,4,13,12,14,13,18
2,1,2,1,2,1,5,4,13,12,15,13,19
2,1,2,1,2,1,5,4,13,13,15,13,19
1,1,1,1,2,1,4,4,12,11,13,11,16
1,1,2,1,2,1,4,4,12,12,14,12,17
2,1,2,1,2,1,4,4,12,12,14,12,18
2,1,1,1,2,2,6,6,12,11,11,9,18
2,1,2,1,2,2,6,6,12,11,11,9,18
2,1,2,1,2,2,4,5,12,11,10,9,17
2,1,2,1,2,2,6,6,12,11,10,9,18
2,1,2,1,2,2,5,6,12,11,10,9,18
2,1,2,1,2,2,5,6,12,10,10,9,20
2,1,2,1,2,2,5,6,12,10,11,9,22
2,1,2,1,2,2,5,6,12,11,12,10,22
2,1,2,1,2,2,5,6,12,11,12,10,23
2,1,2,1,2,2,4,6,13,11,12,10,22
2,1,2,1,2,2,5,6,12,11,12,10,22
2,1,2,1,2,1,3,5,10,8,8,6,17
2,1,2,1,2,1,5,5,10,8,7,6,17
2,1,2,1,2,1,5,5,10,8,7,6,17
2,1,2,1,2,1,3,5,10,8,8,6,17
2,1,2,1,2,1,3,5,10,8,8,6,17
2,1,2,1,2,1,3,4,10,8,7,6,17
2,1,2,1,2,2,5,6,11,9,10,7,18
2,1,2,1,2,2,5,6,11,9,10,9,18
2,1,2,1,2,2,5,6,11,9,10,9,18
2,1,2,1,2,2,5,6,11,9,10,7,18
2,1,2,1,2,2,4,6,11,10,10,9,18
2,1,2,1,2,2,4,6,12,10,10,9,18
2,1,2,1,2,1,6,5,12,8,8,6,16
2,1,2,1,2,1,5,5,12,9,9,6,16
2,1,2,1,2,1,5,5,12,9,9,6,16
2,1,2,1,2,1,5,5,12,9,9,7,15
2,1,2,1,2,1,5,5,12,9,9,6,16
2,1,2,1,2,1,6,5,12,8,9,6,16
2,2,3,2,3,3,7,8,14,13,17,15,34
2,2,3,2,3,3,7,8,14,13,18,16,35
2,2,3,2,3,3,7,8,14,13,18,16,34
2,2,3,2,3,3,7,8,14,13,18,16,35
2,2,3,2,3,3,7,8,14,13,17,15,34
2,2,3,2,3,3,7,8,14,13,17,16,34
2,1,2,1,2,1,5,6,15,11,11,9,21
2,1,2,1,2,2,5,6,16,12,12,9,24
2,1,2,1,2,2,5,6,16,12,12,10,25
2,1,1,1,2,2,4,6,16,12,12,9,23
2,1,2,1,2,1,4,6,16,12,12,9,23
2,2,3,2,3,3,6,8,22,20,22,20,37
3,2,2,2,3,3,6,9,23,22,23,21,38
3,2,3,2,3,3,5,9,23,21,23,21,38
3,2,2,2,3,3,5,9,23,21,23,21,38
3,2,3,2,3,2,5,8,23,22,23,20,38
2,2,3,2,3,3,6,9,22,17,17,12,37
2,2,3,2,3,3,6,9,21,16,16,12,39
3,2,3,2,3,3,7,9,22,16,16,12,39
3,2,2,2,3,3,7,9,21,16,16,12,39
3,2,3,2,3,3,6,9,21,16,16,12,39
2,1,2,1,2,1,6,6,15,9,9,6,19
2,1,2,1,2,2,6,6,15,9,9,6,20
2,1,2,1,2,2,6,6,15,9,9,6,21
2,1,2,1,2,2,4,6,15,10,9,7,22
2,2,3,2,3,2,5,8,16,14,14,12,28
2,2,3,2,3,2,6,8,16,14,14,12,28
2,2,3,2,3,2,6,8,16,14,15,12,29
2,2,2,2,2,2,6,8,16,14,14,11,27
2,2,2,2,2,2,6,8,16,14,14,12,28
2,2,3,2,3,2,6,8,16,14,15,12,28
2,2,2,2,2,2,6,7,14,12,12,10,25
2,2,2,2,2,2,6,7,15,13,13,11,27
2,2,1,2,2,2,6,7,15,13,13,11,26
2,2,2,2,2,2,6,7,15,13,14,11,26
2,2,2,2,2,2,5,7,15,13,14,11,26
2,2,2,2,2,2,4,7,15,13,14,11,26
1,1,2,1,2,1,5,5,13,8,9,6,17
2,1,2,1,2,1,5,5,13,8,9,6,18
2,1,2,1,2,1,5,5,13,9,9,6,18
2,1,2,1,2,1,5,5,14,9,9,6,18
2,1,2,1,2,1,5,5,14,9,10,6,19
2,1,2,1,2,2,4,6,21,22,25,24,28
2,1,2,1,2,2,4,6,22,22,25,24,28
2,1,2,1,2,2,5,6,22,23,27,26,28
2,1,2,1,2,2,5,6,23,23,27,27,29
2,1,2,2,2,2,5,6,23,24,28,27,30
1,1,2,1,2,1,5,5,12,8,8,6,16
2,1,2,1,2,1,5,5,13,9,9,6,17
2,1,2,1,2,1,5,5,14,9,9,7,16
2,1,2,1,2,1,5,5,14,9,10,7,18
2,1,2,1,2,1,5,5,14,10,10,7,18
2,1,2,1,2,1,5,7,13,11,11,9,21
2,1,2,1,2,1,5,7,14,13,12,11,23
2,1,2,1,2,2,5,7,14,12,12,11,22
2,1,2,1,2,2,5,6,14,12,12,10,21
2,1,2,1,2,2,4,6,13,12,11,10,20
2,1,2,1,2,2,6,6,16,13,14,11,23
2,1,2,1,2,2,6,6,16,14,14,12,23
2,1,2,1,2,2,5,6,16,14,15,11,23
2,1,2,1,2,2,6,6,16,14,15,12,23
2,1,2,1,2,2,5,6,16,14,14,12,23
1,1,2,1,2,1,5,5,14,9,10,6,18
2,1,2,1,2,1,5,6,15,10,10,7,19
2,1,2,1,2,1,5,5,15,10,11,7,19
2,1,2,1,2,1,5,6,15,10,11,7,19
3,2,3,3,3,4,9,11,24,23,25,23,45
3,3,3,3,3,4,9,11,25,24,27,26,48
3,3,3,3,3,4,9,11,26,25,28,27,49
3,3,3,3,3,4,9,10,26,25,29,27,49
3,3,3,3,3,4,9,10,26,25,29,27,49
